id,grupo,nombre,descripcion,termino,visto
53,programa,Generación programada PVP Derivados del petróleo ó carbón,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Derivados del petróleo ó carbón.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>",D+1,2026-08-31
54,programa,Generación programada PVP Subproductos minería,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Subproductos minería.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>",D+1,2026-08-31
55,programa,Generación programada PVP Energía residual,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Energía residual.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>",D+1,2026-08-31
56,programa,Generación programada PVP Biomasa,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Biomasa.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>",D+1,2026-08-31
57,programa,Generación programada PVP Biogás,"<p>Energ&iacute;a correspondiente al programa diario, con desglose por periodos de programaci&oacute;n, que incorpora las modificaciones introducidas en el PDBF para la resoluci&oacute;n de las restricciones t&eacute;cnicas identificadas por criterios de seguridad y para el reequilibrio posterior generaci&oacute;n-demanda.</p>

<p>En concreto este indicador se refiere a las unidades de programaci&oacute;n con tipo de producci&oacute;n Biog&aacute;s.</p>

<p><b>Publicaci&oacute;n:</b> diariamente a partir de las 16:00 horas con la informaci&oacute;n del d&iacute;a D+1.</p>",D+1,2026-08-31
58,programa,Generación programada PVP Residuos domésticos y similares,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Residuos domésticos y similares.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>",D+1,2026-08-31
59,programa,Generación programada PVP Residuos varios,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Residuos varios.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>",D+1,2026-08-31
60,programa,Generación programada PVP Consumo bombeo,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Consumo bombeo.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>",D+1,2026-08-31
61,programa,Generación programada PVP Enlace Baleares,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación del enlace de Baleares.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.)</p>",D+1,2026-08-31
62,programa,Generación programada PVP Genéricas,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación de tipo genéricas.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.)</p>",D+1,2026-08-31
63,programa,Generación programada PVP Importación Francia,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación de importación con Francia.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>",D+1,2026-08-31
64,programa,Generación programada PVP Importación Portugal,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación de importación con Portugal.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>",D+1,2026-08-31
65,programa,Generación programada PVP Importación Marruecos,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación de importación con Marruecos.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>",D+1,2026-08-31
